ID,FullName,BirthYear,Country,Username,Gmail,Password,Phone,Address
183898,Ángel Di María,1988,USA,ngeldimara1988,ngeldimara1988@gmail.com,#000033AG,9121018736,"36 Paramount Drive, Raynham, MA, 2767"
186153,Wojciech Szczęsny,1990,USA,wojciechszczsny1990,wojciechszczsny1990@gmail.com,#000034AH,9121104090,"450 Highland Ave, Salem, MA, 1970"
189596,Thomas Müller,1990,USA,thomasmller1990,thomasmller1990@gmail.com,#000035AI,9120966678,"1180 Fall River Avenue, Seekonk, MA, 2771"
192387,Ciro Immobile,1990,USA,ciroimmobile1990,ciroimmobile1990@gmail.com,#000036AJ,9120876558,"1105 Boston Road, Springfield, MA, 1119"
195864,Paul Pogba,1993,USA,paulpogba1993,paulpogba1993@gmail.com,#000037AK,9120837579,"100 Charlton Road, Sturbridge, MA, 1566"
209658,Leon Goretzka,1995,USA,leongoretzka1995,leongoretzka1995@gmail.com,#000038AL,9121985700,"262 Swansea Mall Dr, Swansea, MA, 2777"
207865,Marcos Aoás Corrêa,1994,USA,marcosaoscorra1994,marcosaoscorra1994@gmail.com,#000039AM,9121138217,"333 Main Street, Tewksbury, MA, 1876"
211110,Paulo Dybala,1994,USA,paulodybala1994,paulodybala1994@gmail.com,#000040AN,9128190060,"550 Providence Hwy, Walpole, MA, 2081"
216267,Andrew Robertson,1994,USA,andrewrobertson1994,andrewrobertson1994@gmail.com,#000041AO,9129595506,"352 Palmer Road, Ware, MA, 1082"
228702,Frenkie de Jong,1997,USA,frenkiedejong1997,frenkiedejong1997@gmail.com,#000042AP,9126186540,"3005 Cranberry Hwy Rt 6 28, Wareham, MA, 2538"
231281,Trent Alexander-Arnold,1999,USA,trentalexanderarnold1999,trentalexanderarnold1999@gmail.com,#000043AQ,9121054110,"250 Rt 59, Airmont, NY, 10901"
239818,Rúben Santos Gato Alves Dias,1997,USA,rbensantosgatoalvesdias1997,rbensantosgatoalvesdias1997@gmail.com,#000044AR,9121018282,"141 Washington Ave Extension, Albany, NY, 12205"
153079,Sergio Agüero,1988,USA,sergioagero1988,sergioagero1988@gmail.com,#000045AS,9128052369,"13858 Rt 31 W, Albion, NY, 14411"
167948,Hugo Lloris,1987,USA,hugolloris1987,hugolloris1987@gmail.com,#000046AT,9122080550,"2055 Niagara Falls Blvd, Amherst, NY, 14228"
233049,Jadon Sancho,2000,USA,jadonsancho2000,jadonsancho2000@gmail.com,#000047AU,9122726200,"101 Sanford Farm Shpg Center, Amsterdam, NY, 12010"
201024,Kalidou Koulibaly,1991,USA,kalidoukoulibaly1991,kalidoukoulibaly1991@gmail.com,#000048AV,9122001347,"297 Grant Avenue, Auburn, NY, 13021"
232363,Milan Škriniar,1995,USA,milankriniar1995,milankriniar1995@gmail.com,#000049AW,9121151011,"4133 Veterans Memorial Drive, Batavia, NY, 14020"
201535,Raphaël Varane,1993,USA,raphalvarane1993,raphalvarane1993@gmail.com,#000050AX,9121151112,"6265 Brockport Spencerport Rd, Brockport, NY, 14420"
198219,Lorenzo Insigne,1991,USA,lorenzoinsigne1991,lorenzoinsigne1991@gmail.com,#000051AY,9126218500,"5399 W Genesse St, Camillus, NY, 13031"
192984,Koen Casteels,1992,USA,koencasteels1992,koencasteels1992@gmail.com,#000052AZ,9127324590,"3191 County rd 10, Canandaigua, NY, 14424"
189513,Daniel Parejo Muñoz,1989,USA,danielparejomuoz1989,danielparejomuoz1989@gmail.com,#000053BA,9122005740,"30 Catskill, Catskill, NY, 12414"
189511,Sergio Busquets Burgos,1989,USA,sergiobusquetsburgos1989,sergiobusquetsburgos1989@gmail.com,#000054BB,9125869410,"161 Centereach Mall, Centereach, NY, 11720"
189509,Thiago Alcântara,1991,USA,thiagoalcntara1991,thiagoalcntara1991@gmail.com,#000055BC,9121200328,"3018 East Ave, Central Square, NY, 13036"
189332,Jordi Alba Ramos,1989,USA,jordialbaramos1989,jordialbaramos1989@gmail.com,#000056BD,9123575300,"100 Thruway Plaza, Cheektowaga, NY, 14225"
178603,Mats Hummels,1989,USA,matshummels1989,matshummels1989@gmail.com,#000057BE,9128572572,"8064 Brewerton Rd, Cicero, NY, 13039"
138956,Giorgio Chiellini,1985,USA,giorgiochiellini1985,giorgiochiellini1985@gmail.com,#000058BF,9121093008,"5033 Transit Road, Clarence, NY, 14031"
162835,Samir Handanovič,1985,USA,samirhandanovi1985,samirhandanovi1985@gmail.com,#000059BG,9122592594,"3949 Route 31, Clay, NY, 13041"
231866,Rodrigo Hernández Cascante,1996,USA,rodrigohernndezcascante1996,rodrigohernndezcascante1996@gmail.com,#000060BH,9121019105,"139 Merchant Place, Cobleskill, NY, 12043"
226161,Marcos Llorente Moreno,1995,USA,marcosllorentemoreno1995,marcosllorentemoreno1995@gmail.com,#000061BI,9126113706,"85 Crooked Hill Road, Commack, NY, 11725"
204485,Riyad Mahrez,1991,USA,riyadmahrez1991,riyadmahrez1991@gmail.com,#000062BJ,9125555526,"872 Route 13, Cortlandville, NY, 13045"
208093,Gerard Moreno Balagueró,1992,USA,gerardmorenobalaguer1992,gerardmorenobalaguer1992@gmail.com,#000063BK,9123663661,"279 Troy Road, East Greenbush, NY, 12061"
208830,Jamie Vardy,1987,USA,jamievardy1987,jamievardy1987@gmail.com,#000064BL,9124444091,"2465 Hempstead Turnpike, East Meadow, NY, 11554"
210514,João Pedro Cavaco Cancelo,1994,USA,joopedrocavacocancelo1994,joopedrocavacocancelo1994@gmail.com,#000065BM,9121044446,"6438 Basile Rowe, East Syracuse, NY, 13057"
212218,Aymeric Laporte,1994,USA,aymericlaporte1994,aymericlaporte1994@gmail.com,#000066BN,9120820296,"25737 US Rt 11, Evans Mills, NY, 13637"
213345,Kingsley Coman,1996,USA,kingsleycoman1996,kingsleycoman1996@gmail.com,#000067BO,9121002919,"901 Route 110, Farmingdale, NY, 11735"
218667,Bernardo Mota Carvalho e Silva,1995,USA,bernardomotacarvalhoesilva1995,bernardomotacarvalhoesilva1995@gmail.com,#000068BP,9121003539,"2400 Route 9, Fishkill, NY, 12524"
209499,Fábio Henrique Tavares,1994,USA,fbiohenriquetavares1994,fbiohenriquetavares1994@gmail.com,#000069BQ,9121106996,"10401 Bennett Road, Fredonia, NY, 14063"
201942,Roberto Firmino Barbosa de Oliveira,1992,USA,robertofirminobarbosadeoliveira1992,robertofirminobarbosadeoliveira1992@gmail.com,#000070BR,9126270116,"1818 State Route 3, Fulton, NY, 13069"
194765,Antoine Griezmann,1991,USA,antoinegriezmann1991,antoinegriezmann1991@gmail.com,#000071BS,9127444027,"4300 Lakeville Road, Geneseo, NY, 14454"
183277,Eden Hazard,1991,USA,edenhazard1991,edenhazard1991@gmail.com,#000072BT,9121212296,"990 Route 5 20, Geneva, NY, 14456"
185122,Péter Gulácsi,1990,USA,ptergulcsi1990,ptergulcsi1990@gmail.com,#000073BU,9123638891,"311 RT 9W, Glenmont, NY, 12077"
179813,Edinson Cavani,1987,USA,edinsoncavani1987,edinsoncavani1987@gmail.com,#000074BV,9120142764,"200 Dutch Meadows Ln, Glenville, NY, 12302"
177683,Yann Sommer,1989,USA,yannsommer1989,yannsommer1989@gmail.com,#000075BW,9120705890,"100 Elm Ridge Center Dr, Greece, NY, 14626"
168542,David Josué Jiménez Silva,1986,USA,davidjosujimnezsilva1986,davidjosujimnezsilva1986@gmail.com,#000076BX,9125726785,"1549 Rt 9, Halfmoon, NY, 12065"
202556,Memphis Depay,1994,USA,memphisdepay1994,memphisdepay1994@gmail.com,#000077BY,9122385379,"5360 Southwestern Blvd, Hamburg, NY, 14075"
163587,Kasper Schmeichel,1987,USA,kasperschmeichel1987,kasperschmeichel1987@gmail.com,#000078BZ,9128861727,"103 North Caroline St, Herkimer, NY, 13350"
143076,Alejandro Gómez,1988,USA,alejandrogmez1988,alejandrogmez1988@gmail.com,#000079CA,9120411581,"1000 State Route 36, Hornell, NY, 14843"
186942,İlkay Gündoğan,1991,USA,lkaygndoan1991,lkaygndoan1991@gmail.com,#000080CB,9128807950,"1400 County Rd 64, Horseheads, NY, 14845"
188350,Marco Reus,1989,USA,marcoreus1989,marcoreus1989@gmail.com,#000081CC,9128306214,"135 Fairgrounds Memorial Pkwy, Ithaca, NY, 14850"
184344,Leonardo Bonucci,1987,USA,leonardobonucci1987,leonardobonucci1987@gmail.com,#000082CD,9120030241,"2 Gannett Dr, Johnson City, NY, 13790"
188377,Kyle Walker,1990,USA,kylewalker1990,kylewalker1990@gmail.com,#000083CE,9129407402,"233 5th Ave Ext, Johnstown, NY, 12095"
188567,Pierre-Emerick Aubameyang,1989,USA,pierreemerickaubameyang1989,pierreemerickaubameyang1989@gmail.com,#000084CF,9129269441,"601 Frank Stottile Blvd, Kingston, NY, 12401"
193747,Jorge Resurrección,1992,USA,jorgeresurreccin1992,jorgeresurreccin1992@gmail.com,#000085CG,9128123912,"350 E Fairmount Ave, Lakewood, NY, 14750"
164240,Thiago Emiliano da Silva,1985,USA,thiagoemilianodasilva1985,thiagoemilianodasilva1985@gmail.com,#000086CH,9122837956,"4975 Transit Rd, Lancaster, NY, 14086"
206113,Serge Gnabry,1996,USA,sergegnabry1996,sergegnabry1996@gmail.com,#000087CI,9120149514,"579 Troy-Schenectady Road, Latham, NY, 12110"
198176,Stefan de Vrij,1992,USA,stefandevrij1992,stefandevrij1992@gmail.com,#000088CJ,9120407918,"5783 So Transit Road, Lockport, NY, 14094"
235243,Matthijs de Ligt,2000,USA,matthijsdeligt2000,matthijsdeligt2000@gmail.com,#000089CK,9120829522,"7155 State Rt 12 S, Lowville, NY, 13367"
235212,Achraf Hakimi,1999,USA,achrafhakimi1999,achrafhakimi1999@gmail.com,#000090CL,9127881591,"425 Route 31, Macedon, NY, 14502"
231677,Marcus Rashford,1998,USA,marcusrashford1998,marcusrashford1998@gmail.com,#000091CM,9127870776,"3222 State Rt 11, Malone, NY, 12953"
231478,Lautaro Martínez,1998,USA,lautaromartnez1998,lautaromartnez1998@gmail.com,#000092CN,9122910091,"200 Sunrise Mall, Massapequa, NY, 11758"
230142,Mikel Oyarzabal Ugarte,1997,USA,mikeloyarzabalugarte1997,mikeloyarzabalugarte1997@gmail.com,#000093CO,9122970097,"43 Stephenville St, Massena, NY, 13662"
226790,Wilfred Ndidi,1997,USA,wilfredndidi1997,wilfredndidi1997@gmail.com,#000094CP,9127869869,"750 Middle Country Road, Middle Island, NY, 11953"
223848,Sergej Milinković-Savić,1995,USA,sergejmilinkovisavi1995,sergejmilinkovisavi1995@gmail.com,#000095CQ,9122121243,"470 Route 211 East, Middletown, NY, 10940"
205498,Luiz Frello Filho Jorge,1992,USA,luizfrellofilhojorge1992,luizfrellofilhojorge1992@gmail.com,#000096CR,9128087680,"3133 E Main St, Mohegan Lake, NY, 10547"
204963,Daniel Carvajal Ramos,1992,USA,danielcarvajalramos1992,danielcarvajalramos1992@gmail.com,#000097CS,9121248207,"288 Larkin, Monroe, NY, 10950"
200458,Lucas Digne,1994,USA,lucasdigne1994,lucasdigne1994@gmail.com,#000098CT,9122797984,"41 Anawana Lake Road, Monticello, NY, 12701"
197445,David Alaba,1992,USA,davidalaba1992,davidalaba1992@gmail.com,#000099CU,9122479410,"4765 Commercial Drive, New Hartford, NY, 13413"
198706,Luis Alberto Romero Alconchel,1993,USA,luisalbertoromeroalconchel1993,luisalbertoromeroalconchel1993@gmail.com,#000100CV,9122005465,"1201 Rt 300, Newburgh, NY, 12550"
199434,Dušan Tadić,1989,USA,duantadi1989,duantadi1989@gmail.com,#000101CW,9129387495,"255 W Main St, Avon, CT, 6001"
199451,Wissam Ben Yedder,1991,USA,wissambenyedder1991,wissambenyedder1991@gmail.com,#000102CX,9120799081,"120 Commercial Parkway, Branford, CT, 6405"
237692,Phil Foden,2000,USA,philfoden2000,philfoden2000@gmail.com,#000103CY,9120799082,"1400 Farmington Ave, Bristol, CT, 6010"
200647,Josip Iličić,1988,USA,josipilii1988,josipilii1988@gmail.com,#000104CZ,9120799083,"161 Berlin Road, Cromwell, CT, 6416"
202811,Emiliano Martínez,1993,USA,emilianomartnez1993,emilianomartnez1993@gmail.com,#000105DA,9120799084,"67 Newton Rd, Danbury, CT, 6810"
192629,Iago Aspas Juncal,1988,USA,iagoaspasjuncal1988,iagoaspasjuncal1988@gmail.com,#000106DB,9120799085,"656 New Haven Ave, Derby, CT, 6418"
203263,Harry Maguire,1993,USA,harrymaguire1993,harrymaguire1993@gmail.com,#000107DC,9121032081,"69 Prospect Hill Road, East Windsor, CT, 6088"
193080,David De Gea Quintana,1991,USA,daviddegeaquintana1991,daviddegeaquintana1991@gmail.com,#000108DD,9128133509,"150 Gold Star Hwy, Groton, CT, 6340"
152729,Gerard Piqué Bernabeu,1987,USA,gerardpiqubernabeu1987,gerardpiqubernabeu1987@gmail.com,#000109DE,9123643640,"900 Boston Post Road, Guilford, CT, 6437"
186345,Kieran Trippier,1991,USA,kierantrippier1991,kierantrippier1991@gmail.com,#000110DF,9127969357,"2300 Dixwell Ave, Hamden, CT, 6514"
184134,Fernando Reges,1988,USA,fernandoreges1988,fernandoreges1988@gmail.com,#000111DG,9120139507,"495 Flatbush Ave, Hartford, CT, 6106"
183711,Jordan Henderson,1990,USA,jordanhenderson1990,jordanhenderson1990@gmail.com,#000112DH,9125190970,"180 River Rd, Lisbon, CT, 6351"
181291,Georginio Wijnaldum,1991,USA,georginiowijnaldum1991,georginiowijnaldum1991@gmail.com,#000113DI,9125871260,"420 Buckland Hills Dr, Manchester, CT, 6040"
175943,Dries Mertens,1987,USA,driesmertens1987,driesmertens1987@gmail.com,#000114DJ,9125780984,"1365 Boston Post Road, Milford, CT, 6460"
204923,Marcel Sabitzer,1994,USA,marcelsabitzer1994,marcelsabitzer1994@gmail.com,#000115DK,9125961804,"1100 New Haven Road, Naugatuck, CT, 6770"
146536,Jesús Navas González,1986,USA,jessnavasgonzlez1986,jessnavasgonzlez1986@gmail.com,#000116DL,9123097853,"315 Foxon Blvd, New Haven, CT, 6513"
41236,Zlatan Ibrahimović,1982,USA,zlatanibrahimovi1982,zlatanibrahimovi1982@gmail.com,#000117DM,9123789208,"164 Danbury Rd, New Milford, CT, 6776"
235790,Kai Havertz,1999,USA,kaihavertz1999,kaihavertz1999@gmail.com,#000118DN,9124759751,"3164 Berlin Turnpike, Newington, CT, 6111"
204639,Stefan Savić,1991,USA,stefansavi1991,stefansavi1991@gmail.com,#000119DO,9124790721,"474 Boston Post Road, North Windham, CT, 6256"
232656,Theo Hernández,1998,USA,theohernndez1998,theohernndez1998@gmail.com,#000120DP,9124938707,"650 Main Ave, Norwalk, CT, 6851"
216393,Youri Tielemans,1997,USA,youritielemans1997,youritielemans1997@gmail.com,#000121DQ,9125873095,"680 Connecticut Avenue, Norwalk, CT, 6854"
206517,Jack Grealish,1996,USA,jackgrealish1996,jackgrealish1996@gmail.com,#000122DR,9128532780,"220 Salem Turnpike, Norwich, CT, 6360"
216594,Nabil Fekir,1994,USA,nabilfekir1994,nabilfekir1994@gmail.com,#000123DS,9129420679,"655 Boston Post Rd, Old Saybrook, CT, 6475"
222492,Leroy Sané,1996,USA,leroysan1996,leroysan1996@gmail.com,#000124DT,9120826916,"625 School Street, Putnam, CT, 6260"
224232,Nicolò Barella,1997,USA,nicolbarella1997,nicolbarella1997@gmail.com,#000125DU,9124956481,"80 Town Line Rd, Rocky Hill, CT, 6067"
224334,Marcos Acuña,1992,USA,marcosacua1992,marcosacua1992@gmail.com,#000126DV,9126945277,"465 Bridgeport Avenue, Shelton, CT, 6484"
216352,Marcelo Brozović,1993,USA,marcelobrozovi1993,marcelobrozovi1993@gmail.com,#000127DW,9124879011,"235 Queen St, Southington, CT, 6489"
228941,André Miguel Valente da Silva,1996,USA,andrmiguelvalentedasilva1996,andrmiguelvalentedasilva1996@gmail.com,#000128DX,9124943256,"150 Barnum Avenue Cutoff, Stratford, CT, 6614"
230938,Franck Yannick Kessié,1997,USA,franckyannickkessi1997,franckyannickkessi1997@gmail.com,#000129DY,9126479340,"970 Torringford Street, Torrington, CT, 6790"
205988,Luke Shaw,1996,USA,lukeshaw1996,lukeshaw1996@gmail.com,#000130DZ,9126954600,"844 No Colony Road, Wallingford, CT, 6492"
207862,Matthias Ginter,1994,USA,matthiasginter1994,matthiasginter1994@gmail.com,#000131EA,9124610342,"910 Wolcott St, Waterbury, CT, 6705"
207863,Felipe Augusto de Almeida Monteiro,1989,USA,felipeaugustodealmeidamonteiro1989,felipeaugustodealmeidamonteiro1989@gmail.com,#000132EB,9125687043,"155 Waterford Parkway No, Waterford, CT, 6385"
208418,Yannick Carrasco,1994,USA,yannickcarrasco1994,yannickcarrasco1994@gmail.com,#000133EC,9125608701,"515 Sawmill Road, West Haven, CT, 6516"
208574,Filip Kostić,1993,USA,filipkosti1993,filipkosti1993@gmail.com,#000134ED,9124275289,"2473 Hackworth Road, Adamsville, AL, 35005"
208670,Hakim Ziyech,1993,USA,hakimziyech1993,hakimziyech1993@gmail.com,#000135EE,9123859266,"630 Coonial Promenade Pkwy, Alabaster, AL, 35007"
209889,Raphaël Guerreiro,1994,USA,raphalguerreiro1994,raphalguerreiro1994@gmail.com,#000136EF,9124594766,"2643 Hwy 280 West, Alexander City, AL, 35010"
210243,Ricardo Barbosa Pereira,1994,USA,ricardobarbosapereira1994,ricardobarbosapereira1994@gmail.com,#000137EG,9124498105,"540 West Bypass, Andalusia, AL, 36420"
212188,Timo Werner,1996,USA,timowerner1996,timowerner1996@gmail.com,#000138EH,9124639116,"5560 Mcclellan Blvd, Anniston, AL, 36206"
215698,Mike Maignan,1996,USA,mikemaignan1996,mikemaignan1996@gmail.com,#000139EI,9128681870,"1450 No Brindlee Mtn Pkwy, Arab, AL, 35016"
216460,José María Giménez,1995,USA,josmaragimnez1995,josmaragimnez1995@gmail.com,#000140EJ,9192197521,"1011 US Hwy 72 East, Athens, AL, 35611"
197655,Sebastián Coates,1991,USA,sebastincoates1991,sebastincoates1991@gmail.com,#000141EK,9124709005,"973 Gilbert Ferry Road Se, Attalla, AL, 35954"
203574,John Stones,1994,USA,johnstones1994,johnstones1994@gmail.com,#000142EL,9128369931,"1717 South College Street, Auburn, AL, 36830"
199914,Allan Marques Loureiro,1991,USA,allanmarquesloureiro1991,allanmarquesloureiro1991@gmail.com,#000143EM,9125302580,"701 Mcmeans Ave, Bay Minette, AL, 36507"
200610,Kevin Volland,1993,USA,kevinvolland1993,kevinvolland1993@gmail.com,#000144EN,9128954313,"750 Academy Drive, Bessemer, AL, 35022"
201153,Álvaro Borja Morata Martín,1993,USA,lvaroborjamoratamartn1993,lvaroborjamoratamartn1993@gmail.com,#000145EO,9121949891,"312 Palisades Blvd, Birmingham, AL, 35209"
201399,Mauro Icardi,1993,USA,mauroicardi1993,mauroicardi1993@gmail.com,#000146EP,9120978900,"1600 Montclair Rd, Birmingham, AL, 35210"
202884,Leonardo Spinazzola,1993,USA,leonardospinazzola1993,leonardospinazzola1993@gmail.com,#000147EQ,9129332460,"5919 Trussville Crossings Pkwy, Birmingham, AL, 35235"
203841,Nick Pope,1992,USA,nickpope1992,nickpope1992@gmail.com,#000148ER,9120303391,"9248 Parkway East, Birmingham, AL, 35206"
204838,Raúl Jiménez,1991,USA,raljimnez1991,raljimnez1991@gmail.com,#000149ES,9129306007,"1972 Hwy 431, Boaz, AL, 35957"
199845,Francesco Acerbi,1988,USA,francescoacerbi1988,francescoacerbi1988@gmail.com,#000150ET,9129170757,"10675 Hwy 5, Brent, AL, 35034"
192774,Kostas Manolas,1991,USA,kostasmanolas1991,kostasmanolas1991@gmail.com,#000151EU,9120606092,"2041 Douglas Avenue, Brewton, AL, 36426"
205452,Antonio Rüdiger,1993,USA,antoniordiger1993,antoniordiger1993@gmail.com,#000152EV,9906800086,"5100 Hwy 31, Calera, AL, 35040"
183907,Jérôme Boateng,1989,USA,jrmeboateng1989,jrmeboateng1989@gmail.com,#000153EW,9120125070,"1916 Center Point Rd, Center Point, AL, 35215"
135507,Fernando Luiz Rosa,1985,USA,fernandoluizrosa1985,fernandoluizrosa1985@gmail.com,#000154EX,9120515957,"1950 W Main St, Centre, AL, 35960"
169416,Carlos Vela,1989,USA,carlosvela1989,carlosvela1989@gmail.com,#000155EY,9120120948,"16077 Highway 280, Chelsea, AL, 35043"
177413,Axel Witsel,1989,USA,axelwitsel1989,axelwitsel1989@gmail.com,#000156EZ,9120120865,"1415 7Th Street South, Clanton, AL, 35045"
178750,Sergio Asenjo Andrés,1989,USA,sergioasenjoandrs1989,sergioasenjoandrs1989@gmail.com,#000157FA,9120120659,"626 Olive Street Sw, Cullman, AL, 35055"
179645,Simon Kjær,1989,USA,simonkjr1989,simonkjr1989@gmail.com,#000158FB,9120508078,"27520 Hwy 98, Daphne, AL, 36526"
180930,Edin Džeko,1986,USA,edindeko1986,edindeko1986@gmail.com,#000159FC,9120507760,"2800 Spring Avn SW, Decatur, AL, 35603"
184087,Toby Alderweireld,1989,USA,tobyalderweireld1989,tobyalderweireld1989@gmail.com,#000160FD,9120121574,"969 Us Hwy 80 West, Demopolis, AL, 36732"
192883,Henrikh Mkhitaryan,1989,USA,henrikhmkhitaryan1989,henrikhmkhitaryan1989@gmail.com,#000161FE,9120121693,"3300 South Oates Street, Dothan, AL, 36301"
184432,César Azpilicueta Tanco,1990,USA,csarazpilicuetatanco1990,csarazpilicuetatanco1990@gmail.com,#000162FF,9120121846,"4310 Montgomery Hwy, Dothan, AL, 36303"
189575,Iker Muniain Goñi,1993,USA,ikermuniaingoi1993,ikermuniaingoi1993@gmail.com,#000163FG,9120125100,"600 Boll Weevil Circle, Enterprise, AL, 36330"
190286,Sergio Canales Madrazo,1991,USA,sergiocanalesmadrazo1991,sergiocanalesmadrazo1991@gmail.com,#000164FH,9120046360,"3176 South Eufaula Avenue, Eufaula, AL, 36027"
190941,Lukáš Hrádecký,1990,USA,lukhrdeck1990,lukhrdeck1990@gmail.com,#000165FI,9120047176,"7100 Aaron Aronov Drive, Fairfield, AL, 35064"
191043,Alex Sandro Lobo Silva,1991,USA,alexsandrolobosilva1991,alexsandrolobosilva1991@gmail.com,#000166FJ,9120047074,"10040 County Road 48, Fairhope, AL, 36533"
192563,Bernd Leno,1992,USA,berndleno1992,berndleno1992@gmail.com,#000167FK,9120047076,"3186 Hwy 171 North, Fayette, AL, 35555"
204935,Jordan Pickford,1994,USA,jordanpickford1994,jordanpickford1994@gmail.com,#000168FL,9120047079,"3100 Hough Rd, Florence, AL, 35630"
